Relatório Unificado;;;;;;;;;;;;;;;;
Registro;Tipo;Parcela;Empresa;Emissão;Vencimento;Liquidação;Valor Bruto;Centro de Custos;Valor Líquido;Conta;Observações;Competência;Plano de Contas;Cliente / Fornecedor;Status;Adquirente / Bandeira
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/11/2024;06/01/2025;07/01/2025;9,02;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;4520,74;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material - Empresa  - Boleto;01/2025;431-8 - Multa e Juros Sobre Contas Pg em Atraso;CASA MIMOSA HIDRAULICA E ACABAMENTOS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/01/2025;06/01/2025;07/01/2025;1371,1;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1371,1;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/01/2025;09/01/2025;09/01/2025;262,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;262,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de mercadorias - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;DECORARTE INDUSTRIA E COMERCIO DE PLASTICO LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;151,61;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;151,61;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de mercadorias - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;RITEC-COMERCIAL E IMPORTADORA LT;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;34,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;34,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Correios e frete  - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;9000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;9000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;AGIS;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;2163,76;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2163,76;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa - Boleto;10/2024;400-0 - Custo de Mercadorias Vendidas;REALIZA COMERCIO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;3250,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3250,3;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Pag divida empresa  - PIX;01/2025;200-8 - Pagto Empréstimos e Financiamentos;SND DISTRIBUIDORA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/01/2025;09/01/2025;890,53;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;890,53;A.E.S. - ITAU - CARTAO DE CREDITO - FINAL XXXX;PAGAMENTO DA FATURA A IDENTIFICAR - Cartão de Crédito / Débito;01/2025;103-2 - Adiantamento a Fornecedor;FORNECEDOR - IDENTIFICAR;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/01/2025;10/01/2025;10/01/2025;355;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;355;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Conta pessoal - Lauro - Boleto;01/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/01/2025;10/01/2025;10/01/2025;154,1;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;154,1;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Correios e Frete  - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;10/01/2025;10/01/2025;10/01/2025;1275,58;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1275,58;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;EVOLUE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/01/2025;13/01/2025;13/01/2025;2040,15;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2040,15;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/01/2025;13/01/2025;13/01/2025;269,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;269,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete  - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/01/2025;13/01/2025;13/01/2025;1004,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1004,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Divida empresa  - Boleto;01/2025;200-8 - Pagto Empréstimos e Financiamentos;SUPPLIERCARD;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/01/2025;13/01/2025;13/01/2025;757,78;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;757,78;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - Estornado em 24/02 - Boleto;01/2025;Estorno de Valores - Saídas;MAGAZINE LUIZA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;15/01/2025;15/01/2025;325,47;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;325,47;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete - PIX;01/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;15/01/2025;15/01/2025;195,09;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;195,09;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete - PIX;01/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;15/01/2025;15/01/2025;165,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;165,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete - PIX;01/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;15/01/2025;15/01/2025;139,23;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;139,23;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete - PIX;01/2025;421-8 - Correios e fretes;INLOCO LOGISTICA E TRANSPORTE LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;15/01/2025;15/01/2025;15/01/2025;805,25;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;805,25;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos para Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;CASA HYDRO COMERCIAL HIDRAULICA LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;16/12/2024;15/01/2025;15/01/2025;254,47;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;254,47;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;LUZ - CONTA PESSOAL  LAURO  - Boleto;12/2024;420-2 - Energia Eletrica;ELETROPAULO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;20/01/2025;20/01/2025;155,32;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;155,32;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;INSS | RECORRÊNCIA (2/7) - Boleto;12/2024;203-0 - INSS;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;20/01/2025;20/01/2025;4751,69;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;4751,69;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Simples Nacional | RECORRÊNCIA (2/14) - Boleto;12/2024;205-2 - Simples Nacional;RECEITA FEDERAL;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;20/01/2025;20/01/2025;20/01/2025;10,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;10,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Frete - PIX;01/2025;421-8 - Correios e fretes;EXPRESSO FLEX;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/01/2025;22/01/2025;22/01/2025;858,2;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;858,2;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Correio / Frete  - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/01/2025;22/01/2025;22/01/2025;401,55;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;401,55;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Correios e fretes - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;22/01/2025;22/01/2025;22/01/2025;386,52;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;386,52;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;VINDI PAGAMENTOS ONLINE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;23/01/2025;23/01/2025;23/01/2025;904,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;904,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Correios e fretes  - PIX;01/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;23/01/2025;23/01/2025;23/01/2025;311,35;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;311,35;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;25/01/2025;24/01/2025;24/01/2025;395,76;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;395,76;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de mercadoria - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;GURGELMIX MAQUINAS E FERRAMENTAS S.A.;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/01/2025;24/01/2025;24/01/2025;168,7;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;168,7;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de materiais - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;KALUNGA SA - LAPA - CNPJ: 43.283.811/0007-45;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/01/2025;24/01/2025;24/01/2025;78,52;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;78,52;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de materiais - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/01/2025;24/01/2025;24/01/2025;104,03;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;104,03;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de materiais - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;ANHANGUERA FERRAMENTAS;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/01/2025;24/01/2025;24/01/2025;899,36;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;899,36;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de materiais - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;JOSE GUILHERME ULRICH WAMSE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;24/01/2025;24/01/2025;24/01/2025;347,14;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;347,14;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de Material - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;PRODUBAN INDUSTRIA E COMERCIO LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;25/01/2025;27/01/2025;1000;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1000;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Consultoria Financeira | RECORRÊNCIA (2/8) - Boleto;01/2025;425-5 - Consultoria;IFINANCE BELO HORIZONTE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;27/01/2025;27/01/2025;7500,99;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;7500,99;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;SIGMAONE DISTRIB. DE PROD. TELEINF. LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;27/01/2025;27/01/2025;2346;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2346;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;27/01/2025;27/01/2025;1004,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1004,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Pagamento de divida  - Boleto;01/2025;200-8 - Pagto Empréstimos e Financiamentos;SUPPLIERCARD;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;27/01/2025;27/01/2025;311,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;311,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;ELASTOBOR BORRACHAS E PLASTICOS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;27/01/2025;27/01/2025;679,68;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;679,68;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compras - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;27/01/2025;27/01/2025;50;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;50;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Pag Associação  - PIX;01/2025;431-3 - Taxas e Emolumentos;APRAESPI;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;28/01/2025;28/01/2025;28/01/2025;36,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;36,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;JMC COM. ELETRICA LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;28/01/2025;28/01/2025;1899,4;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1899,4;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;28/01/2025;29/01/2025;28/01/2025;43,83;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;43,83;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material - Empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;SUPER SP COMERCIO LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/01/2025;29/01/2025;29/01/2025;1618,21;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1618,21;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de material - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;KABUM S.A.;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/01/2025;29/01/2025;29/01/2025;2175,2;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2175,2;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Valor foi estornado - PIX;01/2025;Estorno de Valores - Saídas;PAGALEVE TECNOLOGIA FINANCEIRA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;29/01/2025;29/01/2025;29/01/2025;517;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;517;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Regina / Casa de lanches e Jennifer - PIX;01/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;30/01/2025;30/01/2025;1206,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1206,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;KANOVE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;30/01/2025;30/01/2025;487,14;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;487,14;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;MERCADO LIVRE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;30/01/2025;30/01/2025;30/01/2025;230;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;230;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Alimentação Lauro - PIX;01/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;30/01/2025;30/01/2025;149,65;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;149,65;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;VINDI PAGAMENTOS ONLINE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;30/01/2025;30/01/2025;117,29;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;117,29;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - empresa  - PIX;01/2025;400-0 - Custo de Mercadorias Vendidas;VINDI PAGAMENTOS ONLINE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;31/01/2025;31/01/2025;31/01/2025;3340,83;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3340,83;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;MULTILASER;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;31/01/2025;31/01/2025;31/01/2025;489,39;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;489,39;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - Boleto;01/2025;400-0 - Custo de Mercadorias Vendidas;MULTILASER;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/02/2025;03/02/2025;03/02/2025;85,35;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;85,35;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Serviços de frete - Boleto;02/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/02/2025;03/02/2025;03/02/2025;1026,3;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1026,3;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Compra de produtos - Empresa  - PIX;02/2025;400-0 - Custo de Mercadorias Vendidas;VINDI PAGAMENTOS ONLINE;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/02/2025;04/02/2025;04/02/2025;54,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;54,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Fretes  - PIX;02/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/02/2025;04/02/2025;04/02/2025;102;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;102;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Fretes - PIX;02/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;04/02/2025;04/02/2025;04/02/2025;89,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;89,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Burger King - Alimentação pessoal  - PIX;02/2025;425-1 - Outras Despesas;CONTAS PESSOAIS - LAURO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;03/01/2025;04/02/2025;04/02/2025;139;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;139;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;TAR PLANO ADAPT 1 12/24 - Débito Automático;02/2025;431-5 - Despesas Bancarias;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;01/01/2025;05/02/2025;05/02/2025;2156,19;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2156,19;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Acordo financeiro  - Boleto;02/2025;200-8 - Pagto Empréstimos e Financiamentos;TRADEMASTER;Liquidado (Conciliado);
Título;A Pagar;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;06/02/2025;06/02/2025;06/02/2025;480,6;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;480,6;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Fretes  - PIX;02/2025;421-8 - Correios e fretes;FAST SERVICOS POSTAIS LTDA;Liquidado (Conciliado);
